name_first,gender,probability,count
ying-tong,,,
sheng-ta,,,
ting-ching,,,
heng-sheng,,,
chien-chiao,,,
pang-chiang,,,
yau-wen,,,
pen-yu,,,
jia-mou,,,
shi-hao,,,
chung-ti,,,
shiu-fang,,,
ching-shian,,,
tin-lin,,,
chin-ru,,,
muh-rong,,,
chi-dau,,,
wen-tsuen,,,
ray-shiang,,,
de-ching,,,
min-tsai,,,
chao-nien,,,
shin-seng,,,
yuung-ching,,,
legend,,,
jonq-shyan,,,
shai-wei,,,
kuei-chueh,,,
chen-ron,,,
tsung-je,,,
min-hsin,,,
ming-san,,,
ji-chyun,,,
chien-shien,,,
min-jon,,,
tsai jen,,,
jui-hsiao,,,
gen-yuan,,,
yi-jie,,,
chia-pei,,,
chi-tun,,,
shin-di,,,
hsueh-yung,,,
chien-ying,,,
tair-i,,,
jin-jong,,,
jen-tzong,,,
tsu-meng,,,
chingwen,,,
shan-kai,,,
hua-te,,,
yuan-sung,,,
chiun-peng,,,
kai-tai,,,
yao-chin,,,
i-lun,,,
chen-yan,,,
tou-sung,,,
en-yu,,,
wu-chen,,,
shien-chang,,,
lin-chou,,,
hou-chu,,,
jenq,,,
yun-yen,,,
you-duan,,,
hu-chih,,,
rong-chin,,,
shie-yuan,,,
lung-tan,,,
meng-song,,,
genn-sheng,,,
chang-heng,,,
geng-hong,,,
chin-han,,,
shann-tzong,,,
tien-te,,,
hsi-fan,,,
sung-chao,,,
tung-sung,,,
nae-jen,,,
ching-guei,,,
kung-tie,,,
hong-fan,,,
ko-ming,,,
jon-fwu,,,
chen-nan,,,
keng-sheng,,,
hai-huan,,,
tzu-meng,,,
jing-ing,,,
juei-ching,,,
shaulin,,,
yih-wen,,,
benior,,,
po-shiung,,,
terry bj,,,
yin-chih,,,
keng-shiang,,,
han-tjen,,,
kuo-shiang,,,
jen-ming,,,
shuk-man,,,
wei-duz,,,
keh long,,,
yuh-long,,,
jye-yen,,,
yueh-yun,,,
meng-hsiung,,,
pei-kan,,,
piao-chuo,,,
teng-jui,,,
wensyang,,,
chia-he,,,
shang-chun,,,
szu-chieh,,,
nai-chuan,,,
pi-shan,,,
wu-wei,,,
gwo-mei,,,
jiann-cherng,,,
huo-pei,,,
chen-ji,,,
hsuch,,,
hung-hsuan,,,
tien-li,,,
keng-chin,,,
dao-chang,,,
keng-wen,,,
lai-ching,,,
wen feng,,,
jiun-yu,,,
ming-cyuan,,,
shou-i,,,
tuang-hock,,,
hsun-jin,,,
chun-yan,,,
li-chin,,,
zhong-ren,,,
shin-yun,,,
dung-han,,,
horng goung,,,
jun-ting,,,
tun-yu,,,
hui-heng,,,
tieh-chiang,,,
shou-chian,,,
szu-hsiang,,,
fang wen,,,
kuo-tong,,,
chi-shiung,,,
chuan-hung,,,
lung-teng,,,
zong-yau,,,
hsiu-na,,,
i-hao,,,
chiao-kun,,,
yu-tsun,,,
tai-kuang,,,
keng-fong,,,
kuo-tseng,,,
chih-haur,,,
kun-sung,,,
tieh-han,,,
ci-ming,,,
yueh-huah,,,
jih-jong,,,
mao-tsung,,,
pin-yu,,,
yeong-chau,,,
en-ta,,,
kang-tsun,,,
wen-ru,,,
tsai-yueh,,,
bih-chern,,,
tsai-shun,,,
ying-yung,,,
suz-kai,,,
hsin-shuay,,,
chen-bin,,,
tsung-ning,,,
chin-shuing,,,
ten-hsing,,,
yin-ping,,,
wu-shun,,,
hom-chung,,,
geeng-lih,,,
han-kun,,,
nishikawa,,,
ssu-hui,,,
kun-che,,,
shun wu,,,
yung jung,,,
long-sing,,,
rung-je,,,
ning-lang,,,
lun-wei,,,
wang-ding,,,
cheng-chun,,,
yuan-fei,,,
yeu-perng,,,
yuan-jui,,,
hann-wen,,,
li-jean,,,
shih-tzou,,,
shyuh,,,
chiu-chu,,,
tien-huat,,,
chinghung,,,
sih-ting,,,
yen-shen,,,
tung-shan,,,
pin-fun,,,
juang-tang,,,
sune-chuan,,,
jing-fang,,,
jia-yun,,,
hsiensheng,,,
kun-pi,,,
chui-fu,,,
tao-shen,,,
ying-ting,,,
hao-you,,,
jui-ta,,,
shui jinn,,,
tzung-ting,,,
horng-wen,,,
chang-yuan,,,
jun-nan,,,
yu-tsz,,,
kai-chih,,,
jeich,,,
ten-long,,,
shi-en,,,
i-yueh,,,
juin-ming,,,
yung shen,,,
lun-cheng,,,
jr-fu,,,
young-huang,,,
sung-chen,,,
ya-shun,,,
jen-shyan,,,
ko-chien,,,
chung-kuei,,,
you-jen,,,
sheng-huan,,,
kao-tong,,,
huai-pin,,,
chiu wang,,,
pen liang,,,
po-cho,,,
tze-yun,,,
jen-huai,,,
jo-chiao,,,
mao-hsuan,,,
feng-ren,,,
meng-cheng,,,
ho-yung david,,,
chung-shin,,,
hsu-peng,,,
yu-de,,,
rung-ywan,,,
hsi-hsiung,,,
kuei-chien,,,
ben-son,,,
yau-hung,,,
ting-hang,,,
yen-zen,,,
zsan-zsan,,,
ping-shun,,,
shuang-yu,,,
shou-en,,,
juin-ying,,,
yeuh-mao,,,
sen-hong,,,
ting-pu,,,
wen-kou,,,
zao-kuo,,,
you-ren,,,
chun hsien,,,
kuen-ming,,,
hsing-fu,,,
ching hsiung,,,
jui-an,,,
yao-pang,,,
tsang-feng,,,
kuen-yan,,,
cheih-yuan,,,
hsiu-feng,,,
kun-do,,,
tze-hsuan,,,
i-chuan,,,
chiung-lin,,,
shin-da,,,
tzu-sheng,,,
kuang-wen,,,
jan-gowth,,,
ya-chuan,,,
mon-da,,,
chi-kao,,,
wang-kai,,,
you-jiun,,,
gang-ming,,,
i-che,,,
rung-sheng,,,
eddy giing-lii,,,
che-yao,,,
yeng-peng,,,
ta-ya,,,
jiunn-yi,,,
hong-zhi,,,
hsueh wen,,,
david wei,,,
ding-yeong,,,
hsing-mao,,,
jou-yeh,,,
chih-hsu,,,
hsi-chih,,,
ping-chien,,,
chien-teng,,,
hong-tze,,,
shihpin,,,
rong-shun,,,
po-son,,,
jian-choug,,,
shu-chtung,,,
hong-chow,,,
te-yeu,,,
jiun-yih,,,
chyuan-yow,,,
chat-chin,,,
lung-chi,,,
kuang-i,,,
li-chiun,,,
wu-zheng,,,
chu-fang,,,
tao-chien,,,
syu-guang,,,
teng-jen,,,
szu-song,,,
min-shi,,,
po-heng,,,
chen-shiung,,,
fu-chou,,,
ho-lung,,,
wen-shian,,,
jen-liang,,,
kuo-teng,,,
hsiao - wen,,,
rung-tsung,,,
shee-yau,,,
ying-jyh,,,
hsun-lun,,,
mai-yi,,,
chia-fong,,,
po-fan,,,
shien-chi,,,
hon-ling,,,
ming-kia,,,
chung-heng,,,
shao-kun,,,
yan-jun,,,
tzung-hsiung,,,
hsiu-nien,,,
zhu-cun,,,
chuy-nan,,,
sheng-i,,,
tzu-an,,,
jianqun,,,
chih-tse,,,
rong-jau,,,
sheng-ying,,,
jih-gaw,,,
ren-shiang,,,
rong-sen,,,
hsin-sheng,,,
chu-yung,,,
kung-yuan,,,
hong-hwa,,,
yao-joe,,,
ma-xin,,,
jian shihn,,,
kuo chung,,,
tse-hong,,,
chien-yin,,,
shi-ren,,,
wei-jai,,,
kung-ming,,,
zheng-tie,,,
yu-i,,,
keh-chang,,,
yung-che albert,,,
zi-ying,,,
in-chieh,,,
guo-lin,,,
ding-kung,,,
hai--rui,,,
yin-chan,,,
jin-chang,,,
hsieh-min,,,
pao-hsin,,,
hui-san,,,
jiunn-chi,,,
su-hsian,,,
jun-tsai,,,
jia-peir,,,
ching-jeng,,,
ming-iu,,,
jen-ji,,,
ding-jiun,,,
feng-tsai,,,
yien-chun,,,
ing-ho,,,
ray-ling,,,
nan-chun,,,
chuen-lin,,,
yong-sheng,,,
dian-gan,,,
bao-jun,,,
wei-jia,,,
yao-yang,,,
you-wen,,,
yih-jau,,,
dhanyakumar,,,
cheng-ling,,,
ying-hsi,,,
his-piao,,,
chih-ru,,,
cho-yao,,,
neng-hsien,,,
sheng-hao,,,
chao ping,,,
hai chuan,,,
shiang-lun,,,
chu-hsin,,,
wen-shuo,,,
bin-juine,,,
chia - hsin,,,
benker,,,
shuei-wun,,,
jin-duei,,,
yu-tu,,,
jul-chen,,,
hsiu-jung,,,
jenq-haur,,,
an-hsiu,,,
ming fu,,,
chwan-lu,,,
tai-mo,,,
chau-farn,,,
meng-chien,,,
swu-lin,,,
jen-ran,,,
hai-ling,,,
fan-chung,,,
ting-yung,,,
chia-fung,,,
chung-we,,,
tien-chia,,,
fang-zheng,,,
an-hwa,,,
ko-bin,,,
ju-feng,,,
wenchi,,,
beniz,,,
jinson,,,
ching-keng,,,
jun-jyeh,,,
ko-shyang,,,
tzyh-chiang,,,
way-guo,,,
kang-mien,,,
le-sheng,,,
dahcheng,,,
kaun-i,,,
hun-hsien,,,
tingchang,,,
tsen-shau,,,
chueh-min,,,
yau-cheng,,,
hsi-kun,,,
shen-li,,,
hsinning,,,
shui-yuan,,,
weng-shih,,,
han-sen,,,
kuei-kuang,,,
kuo-tien,,,
chen-mo,,,
shih-chian,,,
hua-tang,,,
kang-ping,,,
yin chao,,,
yen-nien,,,
chin-tsun,,,
shieh-yueh,,,
hsueh-jung,,,
wang-hsiang,,,
chiung-mei,,,
kuan-ming,,,
ho-kang,,,
tsu-yu,,,
ying-shiuan,,,
chien-shou,,,
pei-shiang,,,
hsu-shui,,,
tswen-hsin,,,
kuohui,,,
ching-man,,,
chio-sung,,,
hon-wai,,,
te-yuang,,,
ta-shuang,,,
jing shing,,,
calvin yi-ping,,,
hsuan-yung,,,
jin-gaw,,,
chien-mei,,,
mei-tung,,,
yi bin,,,
peng-hui,,,
yi-shiuan,,,
chuen-shiu,,,
yan-chen,,,
chao-hsun,,,
tsai-an,,,
yii-lin,,,
yea-june,,,
kai-yai,,,
ping-liang,,,
yen wei,,,
chih-tsang,,,
ping-jyun,,,
lie-hang,,,
peng-tzu,,,
dong-xian,,,
yuh-hann,,,
ho-feng,,,
yun-tang,,,
cai ling,,,
chih pang,,,
john-sun,,,
jui-ken,,,
tsu-yuan,,,
pau-chuan,,,
kuo-rung,,,
cheng-kuei,,,
huan-hsiu,,,
sung-pi,,,
zuei-ling,,,
huang-fu,,,
chingi-lin,,,
hsueh-chuan,,,
ruei-jia,,,
wen-shyen,,,
chia-kuei,,,
po-yin,,,
chu-tou,,,
cheng-chiang,,,
yann-yu,,,
tang-yuan,,,
fang-chi,,,
derchin,,,
huei-long,,,
miy-chung,,,
ding-kuo,,,
bin-yi,,,
che-mao,,,
x-zhang,,,
yu-zoung,,,
yih-shiou,,,
dhanyakumar mahaveer,,,
chun-ling,,,
kuang-pao,,,
ho-tai,,,
jiun-rong,,,
qi-an,,,
ge-cheng,,,
jyun-ru,,,
chang-sing,,,
chong-han,,,
scanner,,,
wei-teng,,,
kuang-min,,,
chun-line,,,
hsu-yung,,,
tung-teh,,,
fong-chyi,,,
fuh,,,
chun-chu,,,
kou-tsair,,,
feng-jun,,,
te-shan,,,
guang-tzuu,,,
min-huey,,,
jyun-hong,,,
po-li,,,
shang ping,,,
shyh-in,,,
a-li,,,
bo-tai,,,
ying cheng,,,
veng-chong,,,
yin-chou,,,
yen-tseng,,,
jong-yuan,,,
yun-te,,,
kai-ting,,,
ko-yi,,,
bo-tsun,,,
hau-yu,,,
huan-chu,,,
han- hsing,,,
sun-chen,,,
hai-peng,,,
de-hau,,,
jir-mehng,,,
tsai-wen,,,
chun chin,,,
hung-hsi,,,
chuan-jane,,,
pei-jing,,,
qing-long,,,
hsuan-yang,,,
hoe-to,,,
tson-yee,,,
hong-en,,,
teehuang,,,
yung-peng,,,
meng-liang,,,
shin bin,,,
tsorng-dih,,,
chih hsien,,,
heng-kuan,,,
zejun,,,
heiao-feng,,,
ching-kwang,,,
bi-hua,,,
yu yu,,,
guang-ching,,,
huang-jyun,,,
ming-siao,,,
you-kang,,,
shih-shiung,,,
dai-jang,,,
lo-chang,,,
chih-hungun,,,
chiu chieh,,,
wun-chi,,,
fu-chia,,,
hsuen-tseng,,,
ching-wu,,,
jeh-jeng,,,
jonq-ren,,,
zhen-wu,,,
po hsiang,,,
rung-de,,,
guo-ruei,,,
jar-chang,,,
ken-fu,,,
zhe-ju,,,
jin-zong,,,
shun kuei,,,
chuen-shing,,,
jyun-ming,,,
shane-shyan,,,
li- duan,,,
shang-shian,,,
shiow-harn,,,
cyong-jyuan,,,
hua-tien,,,
chui-teng,,,
john hj,,,
ching-tsu,,,
yen-kuen,,,
chin-ghia,,,
tsung-po,,,
pei-yen,,,
wen-tou,,,
hsiang-fu,,,
tzuen-hsi,,,
yee-shin,,,
youn-shen,,,
bu-chin,,,
jen-you,,,
ruey-fang,,,
chu tsung,,,
shi-yu,,,
huei-lan,,,
sheng-tzu,,,
yang-wei,,,
kok-yong,,,
han-feng,,,
ru-yi,,,
chang-hu,,,
huei-ju,,,
jiing-fa,,,
da-yi,,,
lo-chun,,,
chuan-pu,,,
yan-chih,,,
ruey-yi,,,
cheng hsuan,,,
han-chun,,,
yung-fung,,,
tai-hsiung,,,
jun-chia,,,
ying-jay,,,
wan-chang,,,
mi-cheng,,,
chien-erh,,,
tsung-tai,,,
jie-ting,,,
chia-yo,,,
tzung-yuan,,,
chien-shiun,,,
nen-wen,,,
din-kuo,,,
wei-ru,,,
rong-seng,,,
sze-ying,,,
pi-sun,,,
li-der,,,
hsueh-bing,,,
yu-xun,,,
che shiun,,,
fang-yang,,,
hsu-sheng,,,
jie-jiang,,,
jiun-bo,,,
hoder,,,
tzu hung,,,
chung-shine,,,
feng-dun,,,
chung-tsuen,,,
yun-zhao,,,
kung-hsi,,,
chuang-chih,,,
shiu-hui,,,
i-le,,,
tien-jui,,,
hsiu-hsiang,,,
chien-tung,,,
yung-jiun,,,
guang-yuh,,,
kung-huang,,,
weichyun,,,
hao-hsiang,,,
nan-jiun,,,
jia-kuang,,,
chia-lei,,,
yen-shan,,,
yin-jen,,,
mei-lun,,,
po chun,,,
pao-huei,,,
jih-chang,,,
chuang-yu,,,
chien-chow,,,
da-jiun,,,
lu-cheng,,,
jui chu,,,
tung-rong,,,
chuang-hsiung,,,
jing-long,,,
tseng-chieh,,,
zhi hong,,,
gin-mol,,,
hsin-herng,,,
hsun-fa,,,
chi-lai,,,
chih-tsan,,,
sen-yuan,,,
jyi-feng,,,
ling-chieh,,,
yueh-hung,,,
shun-keng,,,
hsu-jen,,,
ein-yiao,,,
liu-kung,,,
hoi-tou,,,
chau-shiang,,,
jung-hsien,,,
szu-lu,,,
por-horng,,,
jeng-kuang,,,
jen-li,,,
tsui-chin,,,
pai-chu,,,
shun-ren,,,
ching-kuang,,,
chun fu,,,
din-shan,,,
shuang-neng,,,
ming-shyuan,,,
chuan-wang,,,
fu-tao,,,
gost,,,
lu-chin,,,
ci-tong,,,
ju-mei,,,
nan-ting,,,
yee-ren,,,
hsih-hsiung,,,
yo-chin,,,
ying-jiun,,,
jen-chuen,,,
tsu-hui,,,
yi-le,,,
chuan guo,,,
jeh-chuen,,,
tsz-lin,,,
lih-ming,,,
tieh,,,
huey-chi,,,
jyun-de,,,
wen-kan,,,
sheng-tai,,,
shyi-shuh,,,
martinson,,,
hua-yi,,,
guo-cai,,,
zuo-min,,,
ta-pin,,,
pei-lum,,,
yong chien,,,
shyh-piao,,,
hsing-shin,,,
yang-hsin,,,
shiao-yi,,,
hsueh-chou,,,
lawrence chen,,,
yun-yun,,,
nai-yun,,,
shyh-yi,,,
fu-su,,,
jau-chen,,,
po-shi,,,
jeng-min,,,
wen-piao,,,
bi-yun,,,
jiun-ru,,,
yung feng,,,
jiou-sz,,,
lu-an,,,
chia-ray,,,
hsin hsiung,,,
gwo-yang,,,
lin-ko,,,
hung-way,,,
jyh-hui,,,
tsun-chung,,,
chia hsiang,,,
chi-shiu,,,
ling-li,,,
jyun-sih,,,
chin-he,,,
shie-ching,,,
chu-en,,,
yun-jiun,,,
his-shan,,,
uen-ren,,,
pu-jung,,,
jui-teng,,,
pe-zen,,,
chin-chuo,,,
jing-po,,,
bo-chin,,,
fengche,,,
hung-shiun,,,
meng-mu,,,
kuei-huan,,,
chi-tein,,,
kamiyama,,,
ken-hao,,,
shih-hsu,,,
tien-yung,,,
ming sheng,,,
ti-bin,,,
wang-chieh,,,
hsu-chen,,,
shui-po,,,
shih-lou,,,
kuan-yung,,,
lung-chieh,,,
chin-dong,,,
yang-tien,,,
tz-jie,,,
shiang aling,,,
quang-cherng,,,
tso-san,,,
ru-siou,,,
pao-shun,,,
gwo-chiang,,,
man-mei,,,
chui-hsien,,,
jyun-long,,,
tsai-lung,,,
tsu-fuh,,,
chao-rui,,,
harn-jing,,,
he-shun,,,
kuo-yuin,,,
kuan yu,,,
chen-shao,,,
kuen-meau,,,
yu-tseng,,,
lee chung,,,
min-yao,,,
wei i,,,
jui-hei,,,
tzu chan,,,
menghsin,,,
ya-hsien,,,
i-chou,,,
shih-shin,,,
shyh-chour,,,
hsi-chuen,,,
kuentin,,,
hui-chao,,,
yad-jen,,,
wi-sheng,,,
hae-shang,,,
chao sheng,,,
jau-lang,,,
szu-chia,,,
tsyr-huey,,,
chih-teng,,,
shih-shan,,,
tu-hao,,,
pei-ye,,,
shin-chuan,,,
yang-ying,,,
kuang-yung,,,
po lung,,,
tair,,,
shinghwa,,,
shih chuan,,,
di-bao,,,
ying-shan,,,
chyi-how,,,
jee-jay,,,
tuz-fen,,,
kuo-peng,,,
hsiu-tsu,,,
jiahorng,,,
jie-len,,,
jo chang,,,
tzu yi,,,
ku-liang,,,
kuen-bao,,,
chi-shain,,,
kang-hua,,,
sheng-jia,,,
lee-chieh,,,
ryan hsin-chin,,,
boming,,,
paul-ling,,,
te-chi,,,
chuan-hsing,,,
shui-lai,,,
ssu-ping,,,
ho-keng,,,
hung-teng,,,
hsi-mou,,,
bor-feng,,,
joe air,,,
jzu-jung,,,
tsao,,,
yu-hun,,,
min-shih,,,
yng-jiin,,,
su-hsing,,,
ho-da,,,
shao-yue,,,
sheueh,,,
jia-zong,,,
hong-jum,,,
shih-shing,,,
yoou-bin,,,
shin-jye,,,
shen-kan,,,
ping-hsing,,,
cheng-yue,,,
sung-chi,,,
jau-jeng,,,
yin-wei,,,
chao-yong,,,
tsai-tian,,,
zheng-jin,,,
chuan-liang,,,
chuan-li,,,
bao-ching,,,
kuei ming,,,
bing-nong,,,
meng-hong,,,
rong-xian,,,
che-chao,,,
wu-chih,,,
sen-mao,,,
yueh-ying,,,
bor-jang,,,
ren-chun,,,
yung-ru,,,
buh-yun,,,
bin-cheng,,,
jrren,,,
fu-peng,,,
shuh-hwar,,,
ying-shuan eda,,,
yingjeng,,,
song-nan,,,
chun - kai,,,
pang-hsuan,,,
gwo-iong,,,
yuh-huah,,,
wei - tien,,,
chung-fuu,,,
yao-huei,,,
chi-lone,,,
li-chaio,,,
tzeng-huei,,,
kuan-shiang,,,
shiau-wei,,,
wen chiang,,,
tai-hsun,,,
lon-kou,,,
huan-lian,,,
te-kang,,,
peu-jane,,,
keh shium,,,
huai-luh,,,
tsai-you,,,
tzong-jyh,,,
tien -wei,,,
hsueh-kuan,,,
kuang i,,,
yung-luen,,,
hwai-shen,,,
pu-huan,,,
guey-jen,,,
shoh-yue,,,
jorge taketoshi furuya,,,
wen ju,,,
yong-der,,,
shun-tang,,,
hsiang-yueh,,,
tzyh,,,
chen-chiang,,,
yung-tsan,,,
yachien,,,
hou-chi,,,
chun ying,,,
philey,,,
chun-shuo,,,
dai-ming,,,
welkin,,,
zone-sure,,,
tsing-sung,,,
ren-de,,,
huang-lung,,,
jiunh-yih,,,
an-ren,,,
shiun-yi,,,
tzu-chiu,,,
yen-hong,,,
way-seen,,,
fa-ta,,,
ka-yi,,,
i fung,,,
yeou-min,,,
tzu-shiou,,,
tsui-ming,,,
nien-hao,,,
ray-cheng,,,
andrew joseph,,,
huei-nuan,,,
ta-lu,,,
nan-hsin,,,
albert hua,,,
jing-shyang,,,
chao-heng,,,
chou-zong,,,
shin-li,,,
nien-piao,,,
chun-kuan,,,
shie-hong,,,
meng-dar,,,
a-tzu,,,
jyh-yinn,,,
min-hsieng,,,
jia-chen,,,
ssu-kuang,,,
tsao-yuan,,,
jing-ying,,,
jin-shing,,,
bing-min,,,
keng-lon,,,
lian-hua,,,
sem-wei,,,
de-chih,,,
bor-ching,,,
yan-ting,,,
jang-chang,,,
chien jung,,,
ruey-der,,,
chuan-chuan,,,
sliphen,,,
ping-jei,,,
yu-shin,,,
mu tsun,,,
mau-shiun,,,
chuan-ku,,,
gi-shih,,,
sheng-hann,,,
shyuan-he,,,
ta-ron,,,
chiang-jen,,,
hsin-chan,,,
shan-yao,,,
bing-yi,,,
yang-chen,,,
feng-jui,,,
chou-wan,,,
po ching,,,
jyun-yan,,,
kwing-yuk,,,
jer-jia,,,
hsieh-ming,,,
mao-shin,,,
wu-peng,,,
zong-hsian,,,
yenn-jiang,,,
guo-feng,,,
chi-pao,,,
sheh-cha,,,
andery,,,
shy-wen,,,
deng-shun,,,
rui shen,,,
wen-juh,,,
chiao-yung,,,
shuenn ren,,,
kun-huei,,,
jien-wei,,,
ching-neng,,,
ginn-horng,,,
hsin-hwa,,,
yun-shen,,,
fong-chou,,,
ya-jyue,,,
ming-zuan,,,
kai-chin,,,
lu-po,,,
don-liang,,,
ting yu,,,
tuang hock,,,
yung-to,,,
ai-lan,,,
xi-zhang,,,
anothony,,,
chun-erh,,,
huan-hsing,,,
shun-ker,,,
hsuan-lang,,,
chien-shuo,,,
yeh-shun,,,
shin-ta,,,
tiem-shun,,,
erh-jen,,,
mon-yen,,,
lizst,,,
pei-ju,female,1,1
su-ying,female,1,1
yao-wei,male,1,1
yu-hsien,female,1,1
chien-ching,male,1,1
heh,female,1,1
chih-shien,male,1,1
cheng yi,male,1,1
chin-fa,male,1,1
c-y,male,1,1
shu fen,female,1,1
tsung-yin,male,1,1
wen-hsiu,female,1,1
ya-chi,female,1,1
po-lung,male,1,1
shau,female,1,1
pou,male,1,1
jhe-yu,male,1,1
yu-shiuan,female,1,1
li-jung,female,1,1
yi-yun,female,1,1
pei-ting,female,1,1
kuo-jen,male,1,1
edberg,male,1,1
min-ying,female,1,1
zong sian,male,1,1
yung-hsiu,female,1,1
chi chung,male,1,1
szu-cheng,male,1,1
kuan chen,male,1,1
wan-rong,female,1,1
po yu,female,1,1
ihua,male,1,1
chi-wai,male,1,1
ful,male,1,1
bily,male,1,2
ader,male,1,2
tean,female,0.5,2
muhua,female,1,2
yw,male,1,2
safari,female,0.5,2
shwu,female,1,2
chi ming,male,1,2
sans,female,1,2
bl,male,1,3
cun,male,0.75,4
yao-hui,male,1,4
falcon,male,1,4
yen-tsun,male,1,4
chi xiang,female,1,7
adair,female,0.57,7
chui,female,0.75,8
keny,female,0.5,8
wai hong,male,1,10
kobe,male,0.79,14
muh,male,0.93,15
peace,female,0.56,16
prudence,female,1,16
somchai,male,0.94,18
nor,female,0.64,90
osiris,female,0.73,26
nihan,female,1,48
cliodhna,female,1,30
lissette,female,1,77
au,female,0.75,32
carlos enrique,male,1,24
marieta,female,1,24
jose rafael,male,1,61
hanife,female,0.96,54
maira,female,1,81
matevz,male,1,18
wladimir,male,1,18
laury,female,0.97,59
esme,female,0.98,65
moreno,male,0.98,52
sefa,male,0.98,133
jean pierre,male,1,50
eszter,female,1,31
yohanes,male,1,31
constanza,female,0.99,177
luciane,female,1,24
zineb,female,1,56
fiorella,female,1,110
marilena,female,1,89
asle,male,1,18
jaafar,male,0.94,17
tengku,male,0.6,25
jorge enrique,male,1,26
kaja,female,1,27
djamila,female,1,23
verity,female,1,89
aslan,male,0.94,31
tereza,female,0.99,94
kar yan,,,
surach,,,
kreso,,,
banothile charity,,,
passarin,,,
johan-fredrik,,,
djuro,,,
raja noor,,,
jaihar,,,
augusto manuel de almeida,,,
rahimdzhan,,,
cleva,,,
bernardo galvao,,,
duro,,,
zhuanyun,,,
hung yan,,,
rodolfo juventino,,,
luiz filipe,,,
diego barbosa,,,
orozoo,,,
kam-chuen,,,
thorgeir,,,
evguenie,,,
kekeletso,,,
ganugapati,,,
jan-aake,,,
zosya,,,
thi quynh chi,,,
volney,,,
klas-goran,,,
lig,,,
yangcheng,,,
thanushan,,,
sie cheang,,,
pruck,,,
ravigadevi,,,
hector de jesus,,,
thirumala,,,
hwee hong,,,
omer refa,,,
rakhimdzhan,,,
alexey vyacheslavovich,,,
evgueny,,,
siew-siar,,,
boon yew,,,
hjortur,,,
man chiu,,,
gaj,,,
per aksel,,,
kumkit,,,
tor magne,,,
shui-on,,,
ventsislav,male,1,11
danutz,,,
kwee hui,,,
jefter,,,
sarkis gareginovich,,,
josivandro,,,
aldebaro,,,
alexandere,,,
bajko,,,
zbignew,,,
zulina,,,
heraldo da,,,
domhnaill,,,
evgenny,,,
guennadiy,,,
hector samuel,,,
olegs,,,
tansir,,,
jorge eugenio,,,
wanquan,,,
abduljabar,,,
colum,male,1,2
blazenko,,,
dimitrijs,,,
balik,,,
daniel w j,,,
yin chong,,,
geap,,,
belfor,,,
evang,,,
yahya essop,,,
gudmund,,,
andraz,,,
daniele cristina zulim,,,
carelia,,,
man-lung,,,
tadeush,,,
kornaukhova,,,
chi wo,,,
georgievna irina,,,
kanokkarn,,,
vlamir,,,
shanggar,,,
panayis,,,
kwanmuang,,,
kok kin,,,
modiu,,,
wai yan,,,
linchnik,,,
parthenios,,,
haldja,,,
suthat,,,
kyoung hyun,,,
nikolayi,,,
wan mohd,,,
mahiran,,,
wing hong joe,,,
cholathorn,,,
azemi,,,
kaiml,,,
tor kit,,,
valeery,,,
tolmachev,,,
nimansha,,,
auturo,,,
patchanita,,,
yurii victorovitch,,,
ekapote,,,
eystein,,,
tames,,,
gyule,,,
mashooq,,,
ertgrul,,,
andrey yurievich,,,
eng chuan,,,
kypreos,,,
valeryi,,,
ali mahmood,,,
sitthipong,,,
hazimah,,,
alexssander,,,
luidmila,,,
jium yie,,,
archava,,,
carmelito,,,
guilherme goncalves,,,
denise carvalho pereira de,,,
gamir,,,
kusaykin,,,
evoenii,,,
iilya,,,
dhari,,,
soliman mahmoud,,,
usuf,,,
joomponladej,,,
stephen yau sang,,,
francisco benito,,,
fabiola eloisa,,,
jesus ricardo,,,
muhana,,,
abdulkarin,,,
dashevsky,,,
soenawan,,,
hjordis,,,
siddig ibrahim abdel,,,
alberto raul,,,
kwok-yan,,,
norazmi,,,
ser-wah,,,
chong joo,,,
nerian,,,
gui-jiang,,,
ulises t,,,
malgorzat,,,
gia chuong,,,
kong sin,,,
wai pong,,,
polsak,,,
quanbin,,,
sigbjorn,,,
klaus-joachim,,,
svein magne,,,
aynura,,,
sau kuen connie,,,
maria-elenma,,,
srisuda,,,
mouafak,,,
adriano tadeu,,,
jo-ela,,,
toenis,,,
hinh,,,
krasimir nikolaev,,,
tossapon,,,
maumi,,,
eivinn,,,
dietmar erich,,,
aun yong,,,
richard stillard,,,
aping,,,
daniel freire,,,
sean woei,,,
volodymyz,,,
worldwide,,,
pinigina,,,
patchanee,,,
kaleedhass,,,
ioseph,,,
avilov,,,
yancu,,,
hadzi,,,
ghanya,,,
bit shing,,,
masuri,,,
jianyang,,,
horman armando,,,
feng huan(david),,,
gaborne,,,
grisa,,,
stopjakova,,,
ahto,,,
vinh tanh,,,
torkjell,,,
izcoati,,,
joanne yiu wan,,,
syamsuri bin,,,
anjamilla,,,
hrafnkell,,,
shohdy,,,
hon yu peter,,,
sharipah,,,
abdolrahman,,,
kui wong,,,
hakimu,,,
hoi sing,,,
jurv,,,
cristi-stefan,,,
abazar,,,
mario jorge,,,
anderson gustavo teixeira,,,
paola yazmin,,,
sergio roman othon,,,
khalid s abu,,,
juliano godinho,,,
dejduang,,,
vitaly evgenievich,,,
lawrence siau tian,,,
mikulic,,,
clauson,,,
